Id,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,CLASS
527878,1,3,4,8,3,13,4,10,4,12,0
762559,1,11,2,8,3,13,4,7,4,4,0
629953,3,2,2,13,3,13,3,7,3,11,1
1010111,4,7,4,1,4,4,1,1,1,11,1
156941,4,12,1,7,4,13,2,10,3,5,0
294556,1,6,3,2,4,4,2,6,4,8,1
88540,3,11,4,13,3,4,4,6,1,1,0
587606,1,5,4,12,3,12,2,3,2,5,2
518920,4,7,3,13,4,3,4,13,3,3,2
301810,1,7,2,1,1,9,4,4,3,6,0
717926,1,12,2,6,2,11,3,9,3,4,0
312532,3,12,1,12,4,10,4,13,1,1,1
664297,1,9,2,7,2,4,4,4,1,13,1
260377,1,5,2,4,2,1,2,9,2,5,1
141334,1,4,3,10,2,2,1,6,4,9,0
50729,4,2,4,7,1,1,2,8,2,2,1
541275,2,6,4,2,4,13,3,5,3,11,0
684749,1,6,3,5,3,10,4,13,1,5,1
542984,3,6,1,2,4,2,1,13,4,13,2
969766,1,8,3,3,4,3,4,4,4,5,1
778765,3,5,1,1,2,6,2,7,1,9,0
954281,3,12,1,5,1,3,1,4,3,2,0
104554,1,10,2,12,3,5,1,11,4,2,0
453283,3,11,2,5,2,1,2,13,1,2,0
129774,2,1,4,11,3,4,1,10,3,10,1
305279,2,8,1,5,4,2,2,7,2,5,1
521771,3,1,4,11,3,11,3,4,3,12,1
646956,1,4,2,4,3,6,4,6,4,12,2
442425,1,3,2,10,4,10,2,11,3,10,3
499707,4,10,2,5,4,7,1,2,3,1,0
976495,1,10,2,8,2,12,1,13,3,8,1
514813,3,11,2,7,4,5,4,3,2,3,1
361627,1,5,1,7,2,12,4,3,2,10,0
287069,1,9,4,5,4,13,4,12,4,4,0
543282,2,1,2,2,1,9,1,4,4,13,0
316061,1,5,4,8,2,11,3,6,1,11,1
968942,4,5,2,11,4,8,2,2,1,1,0
226176,4,6,2,13,3,7,4,5,3,2,0
980382,1,13,3,3,2,2,3,2,2,1,1
821392,2,1,3,2,3,5,1,1,2,8,1
85865,1,12,1,11,1,10,1,8,2,10,1
916302,2,5,2,1,4,3,3,3,4,5,2
1013419,3,2,2,10,4,11,4,3,1,6,0
244302,2,7,2,6,2,5,4,3,1,1,0
277070,4,3,4,6,3,5,4,9,4,5,1
954030,3,5,2,12,1,6,1,9,4,3,0
483971,2,7,3,5,2,10,1,9,3,3,0
819417,3,4,4,3,4,2,2,9,1,4,1
192411,4,5,3,4,2,6,4,7,2,5,1
906993,2,7,3,9,4,5,2,10,4,13,0
887646,4,12,2,2,3,11,1,9,3,2,1
62840,2,11,2,3,4,13,2,12,3,7,0
105509,2,10,1,1,1,12,3,12,3,7,1
427236,3,6,3,9,3,3,1,8,1,13,0
950275,3,6,2,1,1,8,1,2,3,2,1
714917,3,5,4,3,1,11,3,8,2,11,1
876175,1,10,3,13,1,11,3,10,2,8,1
390410,3,10,1,5,3,2,3,1,4,8,0
883183,4,3,4,5,3,2,2,9,2,13,0
796617,1,11,4,5,3,13,4,13,3,9,1
383727,3,2,4,4,4,8,4,13,4,11,0
740524,3,2,4,6,3,6,1,8,3,3,1
244054,2,1,3,9,2,4,2,11,2,6,0
82164,2,4,1,13,2,12,3,8,1,7,0
156217,4,3,4,5,3,12,2,7,1,11,0
650745,1,10,3,7,2,2,2,6,4,5,0
803298,1,12,4,1,4,7,1,3,1,6,0
106580,1,2,4,7,1,9,2,4,2,8,0
305698,3,13,4,10,2,13,1,12,1,6,1
850477,3,13,4,4,3,6,4,11,2,10,0
165957,3,11,1,11,2,3,4,5,3,1,1
917399,4,9,3,6,2,3,1,12,1,5,0
63892,4,1,1,13,3,7,1,11,1,1,1
752897,1,3,4,8,1,4,2,5,2,1,0
956448,4,1,3,3,2,3,1,7,3,1,2
70882,1,2,2,6,4,4,3,10,2,4,1
518124,2,4,4,2,4,8,3,3,3,9,0
668603,2,6,3,1,4,2,2,9,4,11,0
1004223,2,11,3,9,1,6,4,12,4,11,1
196578,3,4,2,7,3,10,3,1,3,12,0
1019204,3,11,3,7,2,7,1,13,1,12,1
727817,4,11,3,9,3,8,3,4,1,5,0
540457,1,13,1,9,1,7,4,2,3,4,0
565108,2,5,1,11,1,8,1,12,2,4,0
630417,2,13,3,1,3,3,4,4,3,8,0
983194,1,4,2,1,1,7,4,4,3,11,1
797591,1,7,1,4,3,13,1,9,3,9,1
8420,4,13,4,8,1,1,2,11,1,11,1
567087,3,8,4,9,4,8,3,6,1,13,1
309612,1,7,2,3,2,6,1,3,2,13,1
27437,3,2,1,11,4,10,2,9,4,3,0
712840,4,4,3,5,4,10,3,9,2,4,1
415872,2,10,4,6,2,12,4,2,1,2,1
836538,3,2,4,3,2,9,2,11,3,11,1
832070,2,6,3,6,3,7,4,10,3,5,1
571813,2,13,2,1,3,11,1,5,4,10,0
366336,1,2,1,4,4,3,3,5,3,4,1
564587,4,10,4,1,4,3,2,6,3,11,0
388032,2,13,2,12,4,11,3,12,1,5,1
776114,4,10,4,1,4,12,3,7,4,7,1
55698,3,2,4,3,2,3,2,8,4,2,2
283018,1,6,1,13,1,8,1,11,3,4,0
60316,2,3,3,2,4,4,4,12,1,5,0
572188,1,3,1,10,3,1,2,3,3,4,1
430013,3,12,4,8,3,4,2,1,1,4,1
606674,1,11,3,6,2,9,3,3,1,12,0
605566,4,4,3,9,2,5,1,11,2,11,1
175929,2,12,3,9,3,12,3,5,3,2,1
129398,2,1,2,5,2,13,4,8,4,7,0
741245,4,10,1,2,2,7,1,6,2,11,0
489351,3,2,3,7,1,6,3,6,1,4,1
605231,1,4,4,12,2,9,4,5,1,12,1
466524,1,7,1,6,4,3,4,4,2,11,0
875070,2,11,3,5,3,12,4,6,1,9,0
497934,1,11,3,10,2,6,1,2,1,1,0
664729,2,7,3,2,1,9,4,7,3,10,1
531219,2,9,3,1,4,9,3,2,1,8,1
33478,2,13,2,1,4,3,2,12,2,11,0
159813,2,11,4,5,3,7,1,4,1,3,0
975665,2,5,1,12,2,1,2,3,3,11,0
655730,4,9,2,3,4,10,4,4,3,11,0
970532,1,13,3,9,2,2,4,3,3,8,0
659923,4,3,3,8,4,2,1,6,1,1,0
921707,1,7,1,5,3,9,4,10,1,3,0
1003145,4,12,4,11,2,9,3,8,3,2,0
556711,2,3,1,2,4,5,1,7,4,9,0
386755,2,2,4,7,3,1,4,9,2,6,0
239205,1,8,4,12,3,4,2,9,1,11,0
275138,3,3,2,1,1,12,1,5,2,5,1
141416,2,9,1,7,1,5,2,7,1,4,1
594020,4,3,4,9,2,10,3,8,2,8,1
300832,3,12,3,9,1,12,4,12,4,11,3
453902,4,10,3,7,1,2,3,5,2,7,1
544744,2,7,4,8,1,11,1,1,4,3,0
230276,3,8,2,12,2,8,1,3,4,12,2
85,2,10,2,11,2,5,3,6,2,4,0
859887,2,1,2,11,3,3,3,7,4,10,0
811180,1,2,2,13,2,9,3,8,3,13,1
951864,1,5,1,10,1,8,1,7,4,3,0
58646,2,9,2,2,2,7,1,1,4,10,0
46689,1,8,4,8,4,9,2,5,1,12,1
438152,4,12,1,1,2,7,1,6,2,2,0
313597,1,7,2,8,1,12,3,1,3,4,0
104763,3,5,2,4,1,10,1,11,2,1,0
210802,3,8,2,8,1,10,3,9,3,6,1
751975,1,10,1,6,1,1,3,2,2,9,0
793762,1,11,2,8,4,11,2,7,4,7,2
707711,2,6,2,2,4,1,4,2,1,10,1
881507,2,6,3,13,1,9,4,12,2,11,0
862539,2,11,1,5,4,12,4,9,3,10,0
626492,1,2,1,13,2,13,4,13,1,3,3
105201,3,9,2,3,1,13,4,4,3,1,0
644329,3,13,2,2,2,3,1,4,4,11,0
396099,2,1,4,7,2,11,4,9,2,3,0
295560,1,2,3,8,1,5,3,12,3,4,0
997671,2,11,4,3,1,8,3,3,3,7,1
727222,2,7,3,8,1,4,4,12,2,11,0
357983,1,5,3,10,3,11,1,10,1,3,1
812091,3,11,3,5,2,3,1,2,3,12,0
230760,2,11,1,13,2,1,3,10,1,5,0
373728,1,12,2,9,1,5,4,10,2,2,0
94275,4,12,1,4,1,7,1,13,1,12,1
402542,1,13,4,3,2,4,3,10,1,4,1
519637,3,12,2,5,4,4,3,8,1,7,0
827750,2,9,2,6,4,11,1,13,3,12,0
527885,4,6,2,6,2,5,2,13,3,2,1
989709,2,1,4,6,4,4,3,11,2,13,0
582676,3,12,3,6,1,5,4,4,1,6,1
430705,4,13,4,8,1,7,2,7,4,2,1
268474,2,6,1,7,3,9,3,10,1,9,1
146220,2,7,2,4,1,12,1,6,2,9,0
196769,1,12,2,10,2,1,2,7,4,10,1
278943,4,4,4,10,1,1,2,12,2,5,0
143384,1,1,2,8,2,5,1,8,4,5,2
24797,3,1,2,2,4,2,3,9,2,11,1
444145,1,2,4,11,1,13,4,8,1,5,0
241743,2,1,1,6,4,5,1,8,1,13,0
791121,3,3,1,12,4,7,1,11,3,8,0
476279,1,9,3,9,3,7,4,1,4,4,1
982683,3,6,3,12,1,9,3,2,2,12,1
660637,4,7,1,1,4,3,4,13,2,12,0
449818,3,10,3,11,1,7,3,1,2,1,1
524132,3,1,3,8,4,10,2,8,4,13,1
100941,1,2,1,9,2,7,1,1,4,10,0
958271,3,4,4,12,1,9,2,2,2,6,0
64862,3,9,4,6,1,7,4,11,3,3,0
873946,3,1,1,9,2,2,4,11,4,3,0
414093,4,10,1,5,2,4,1,6,2,5,1
350254,3,4,2,11,4,1,4,4,4,10,1
961602,4,2,3,6,1,2,4,5,2,3,1
126798,3,8,2,9,2,5,4,8,2,4,1
393243,2,9,1,4,1,10,2,11,2,7,0
459626,2,5,1,13,2,10,3,9,1,3,0
764138,2,7,1,7,4,4,3,9,2,8,1
166209,3,9,4,12,3,2,4,4,3,3,0
1007311,3,13,2,2,4,4,1,3,2,5,0
971474,2,13,2,10,4,7,1,6,2,2,0
965331,4,3,4,9,4,12,1,12,4,5,1
324802,1,7,4,12,1,1,1,12,2,5,1
165648,4,12,2,12,3,6,4,9,1,13,1
260730,3,9,3,13,4,1,2,7,4,4,0
418774,4,9,2,5,1,2,3,3,3,8,0
416633,2,2,1,7,3,7,4,1,2,8,1
177173,3,9,1,2,2,13,4,12,4,8,0
387835,4,5,1,4,1,1,4,3,2,10,0
304193,3,1,2,8,3,8,2,13,3,11,1
606794,2,4,4,2,2,8,2,7,4,11,0
783401,4,8,2,8,2,12,4,6,4,12,2
530760,3,13,3,2,3,6,2,5,4,12,0
78077,1,3,1,11,4,4,1,1,2,6,0
840441,1,7,4,6,2,12,1,6,3,9,1
268346,2,11,2,6,3,8,1,8,1,4,1
280747,3,4,1,6,3,9,4,6,2,2,1
839102,3,4,2,2,2,3,2,6,1,2,1
150103,2,6,3,5,2,10,4,8,2,1,0
350336,1,7,2,9,4,11,3,3,3,7,1
980322,2,9,4,12,3,12,2,3,2,2,1
963309,3,13,3,12,4,2,3,7,2,1,0
664420,2,2,2,7,4,1,2,5,1,2,1
916760,1,4,2,11,4,3,4,8,1,2,0
709169,3,9,3,12,1,5,1,12,4,12,3
883153,4,10,3,2,4,6,4,8,3,12,0
621230,1,3,1,1,1,2,2,3,2,1,2
370337,3,1,4,2,3,4,2,13,3,8,0
695661,2,8,3,2,4,8,2,10,3,1,1
165624,3,1,2,3,4,6,4,2,1,3,1
21184,4,13,2,12,4,8,2,3,2,1,0
597485,2,13,3,6,3,3,2,10,4,13,1
328712,3,7,3,6,2,10,4,13,2,3,0
582904,4,12,1,6,3,10,2,9,4,5,0
905379,1,9,3,5,2,2,2,12,2,7,0
949730,1,13,4,12,4,6,3,10,4,5,0
867355,1,5,4,6,4,5,1,13,2,7,1
388308,1,10,1,8,4,11,1,6,3,5,0
659996,1,6,4,7,1,2,2,10,3,5,0
546086,3,7,4,8,4,4,3,6,1,10,0
676519,4,10,3,7,1,10,4,5,2,1,1
854516,1,1,3,5,1,3,1,4,4,7,0
334896,1,10,1,3,4,8,2,13,2,6,0
884483,4,1,2,12,4,5,2,3,4,9,0
347323,3,4,3,8,4,13,4,6,4,7,0
703670,4,8,4,4,3,12,2,6,4,10,0
676010,1,5,4,10,3,5,2,2,2,9,1
461701,1,12,4,4,1,13,2,5,3,13,1
92642,4,8,2,7,2,8,3,7,4,6,2
719708,4,7,4,4,2,4,3,11,2,12,1
35360,4,10,1,2,2,11,3,8,2,9,0
315814,1,10,4,9,3,6,3,13,3,7,0
702015,3,9,3,5,1,10,2,10,3,6,1
591150,3,2,3,6,4,9,4,10,1,10,1
741623,2,2,2,13,3,10,3,3,3,9,0
282699,1,4,4,3,4,9,2,4,1,9,2
588126,1,13,4,2,2,10,1,11,3,7,0
45776,1,10,2,2,4,2,4,6,4,7,1
725914,1,3,2,8,3,3,2,10,3,8,2
580554,1,7,2,13,4,6,2,8,3,13,1
390757,2,10,4,3,4,10,3,9,4,9,2
555150,1,8,2,11,3,7,1,6,4,9,0
996107,4,8,1,1,4,2,1,4,2,3,0
413492,1,12,2,4,2,9,1,1,2,2,0
796410,3,1,3,3,1,12,3,12,3,5,1
752639,2,3,2,13,3,8,2,1,1,12,0
960301,3,2,4,1,1,8,3,10,3,6,0
527198,3,1,4,9,1,3,1,9,3,3,2
269437,4,3,4,2,1,7,2,1,3,9,0
193987,3,11,2,3,4,1,1,13,4,6,0
91102,1,5,2,10,3,5,4,4,1,13,1
286352,2,3,4,3,1,8,3,9,2,13,1
922043,2,8,3,6,2,11,4,11,2,2,1
575385,1,10,3,8,4,5,1,13,2,5,1
454671,3,6,3,4,4,2,4,1,1,6,1
615021,2,12,1,4,2,7,4,6,3,11,0
104392,1,1,1,6,1,11,3,10,3,5,0
173563,2,4,1,13,4,12,3,1,2,8,0
468506,1,2,4,13,1,1,4,12,1,3,0
385331,3,7,1,6,4,6,1,4,4,8,1
121786,3,3,4,1,4,11,1,13,2,3,1
1012047,3,2,2,9,2,11,3,4,2,8,0
713639,2,12,3,11,4,5,4,7,1,5,1
273810,4,5,2,9,4,3,4,11,3,12,0
332238,1,6,4,3,3,13,2,3,2,8,1
108129,4,2,3,8,3,4,3,1,2,13,0
862377,2,3,2,9,1,9,3,9,2,10,3
802383,4,10,4,5,1,12,3,11,3,2,0
805168,3,1,3,13,4,13,4,4,3,4,2
104948,4,7,4,5,3,9,4,12,2,1,0
450592,4,5,1,8,2,11,2,8,1,4,1
904450,1,2,3,12,1,5,2,6,2,1,0
616032,3,4,2,8,4,10,1,4,1,13,1
436180,4,8,3,7,4,3,4,7,3,12,1
190230,2,8,2,2,4,9,3,1,4,3,0
852237,3,2,4,9,4,3,3,13,1,6,0
739866,3,13,2,2,3,5,3,1,3,8,0
680680,1,8,2,9,3,11,1,1,3,9,1
43652,1,12,3,7,4,11,3,3,1,1,0
344028,4,4,4,9,4,3,3,4,4,8,1
1016604,2,6,4,2,1,13,3,13,4,1,1
890143,2,10,4,9,2,5,1,6,2,3,0
572707,4,1,2,11,1,5,1,2,4,13,0
462975,4,1,4,6,3,3,2,5,4,9,0
751045,1,3,1,7,2,8,1,5,3,13,0
520332,4,4,3,9,2,3,4,10,3,13,0
432111,4,12,4,8,3,6,1,6,3,3,1
485813,2,1,2,5,1,11,2,9,2,11,1
1022585,3,8,3,13,1,3,2,8,3,11,1
940723,3,5,1,5,3,8,3,12,1,11,1
60838,1,7,2,9,3,5,4,2,2,13,0
903949,1,8,2,3,2,4,1,10,3,12,0
568941,4,3,1,11,3,7,2,1,3,11,1
839441,1,13,4,5,3,9,4,2,3,4,0
81456,2,4,2,13,4,8,1,2,3,2,1
672217,3,2,1,8,3,9,4,6,2,2,1
238323,3,1,3,9,4,8,1,12,2,1,1
761846,4,3,4,1,4,12,1,2,2,12,1
779971,2,4,1,1,4,2,4,3,3,9,0
235258,3,6,1,8,4,5,2,4,2,10,0
960328,3,2,1,8,2,13,4,12,2,1,0
905351,1,4,4,6,3,5,3,2,2,2,1
247781,4,9,3,3,3,9,3,7,4,12,1
7206,2,1,4,2,4,6,2,9,3,10,0
169578,1,7,1,11,1,3,3,4,4,7,1
101479,3,12,1,2,4,2,3,6,1,7,1
933611,1,3,1,4,1,12,2,12,4,8,1
794868,1,6,4,5,1,1,1,2,1,3,0
716924,1,3,4,12,4,6,2,11,4,1,0
899335,3,6,4,12,4,8,1,7,1,11,0
614769,4,4,1,6,2,13,2,11,2,5,0
749278,2,8,4,2,2,4,1,12,1,10,0
122513,2,13,1,5,4,10,4,4,4,1,0
856288,2,4,3,1,4,4,1,1,1,13,2
873640,3,5,2,10,1,2,3,9,2,12,0
318143,1,13,3,8,4,11,2,5,2,1,0
293625,2,13,1,3,3,5,3,4,1,7,0
82639,1,13,3,4,2,6,4,7,3,7,1
178052,2,1,1,9,3,13,2,5,1,10,0
983250,3,5,1,1,1,7,2,3,1,2,0
470823,1,12,3,5,2,9,4,5,2,6,1
518488,1,3,4,3,3,5,2,5,2,12,2
277157,2,9,3,12,1,7,4,9,2,7,2
939995,3,5,2,6,4,12,1,12,4,3,1
133148,3,7,3,8,2,8,1,10,1,9,1
749544,3,13,3,10,1,1,4,4,4,5,0
533191,4,2,1,4,4,12,4,1,3,8,0
761384,2,6,2,1,4,10,1,9,4,7,0
620858,4,10,4,1,2,3,4,6,1,12,0
450695,1,11,2,8,3,7,4,3,4,12,0
796048,1,2,1,7,4,1,3,2,3,13,1
907677,4,3,3,8,2,5,3,11,1,2,0
950605,1,6,2,6,4,11,3,12,2,13,1
872775,1,2,4,8,4,9,3,4,4,5,0
932210,2,3,3,4,1,11,3,13,1,3,1
92506,3,5,1,13,2,1,3,8,1,3,0
48049,1,2,3,10,2,7,4,5,1,12,0
989992,1,7,4,1,3,2,3,9,2,1,1
118811,1,4,2,2,3,8,1,5,1,13,0
513829,2,13,2,8,4,8,4,10,1,11,1
437473,3,5,4,3,1,8,2,6,3,10,0
384255,3,2,2,12,2,3,4,4,3,13,0
342338,1,6,2,1,4,1,2,11,1,8,1
301754,2,2,4,3,1,1,1,4,2,8,0
163497,4,9,4,11,3,1,3,11,4,3,1
556640,2,1,2,6,4,9,4,12,2,9,1
185379,3,3,2,7,1,8,3,6,2,3,1
164991,1,12,2,11,2,6,4,4,4,9,0
633031,1,12,3,5,3,6,3,3,3,2,0
55488,1,3,1,9,2,10,1,7,2,8,0
639586,4,4,1,9,1,1,4,3,1,6,0
999987,3,5,3,11,2,6,1,9,2,11,1
739751,2,1,1,6,3,9,2,7,4,11,0
569546,3,6,3,11,4,2,3,8,3,3,0
869502,1,10,3,12,3,7,2,10,3,10,3
210886,1,3,1,11,1,6,3,11,2,5,1
721073,2,1,4,11,3,6,1,3,1,13,0
978102,4,9,1,3,3,4,4,4,3,1,1
893325,3,1,3,5,1,11,4,1,3,8,1
213451,4,2,1,7,4,1,4,9,1,8,0
887772,2,5,1,13,2,2,4,10,3,1,0
270388,1,3,4,7,2,6,3,5,1,1,0
733135,1,3,2,10,2,8,4,3,2,12,1
634438,1,11,3,1,1,5,3,8,3,5,1
524916,2,7,3,11,2,3,3,9,4,2,0
726754,1,10,2,8,2,3,1,7,4,9,0
79655,3,5,3,9,1,13,1,9,2,10,1
290432,1,11,2,12,4,13,3,2,1,12,1
636697,1,4,1,9,4,7,2,7,2,11,1
598784,1,7,1,8,1,13,4,6,2,3,0
604228,4,13,2,7,1,5,3,10,4,11,0
733738,2,3,1,11,3,13,1,12,1,3,1
256190,2,11,2,2,1,10,4,3,4,13,0
139699,2,1,3,10,4,13,1,9,1,1,1
838285,2,8,2,9,3,8,3,9,2,4,2
765899,3,8,1,13,2,8,3,9,2,11,1
310768,4,9,4,4,2,4,4,13,1,4,3
762126,4,3,4,2,3,4,2,1,1,6,0
493441,3,7,1,12,4,12,1,11,4,8,1
404930,4,5,1,11,1,1,3,2,3,8,0
67115,4,3,3,1,3,5,3,4,2,3,1
49509,3,3,1,5,4,5,3,5,2,13,3
1005157,3,8,1,3,1,7,2,6,2,9,0
749946,3,11,1,13,3,3,3,4,1,7,0
425361,2,7,2,13,2,9,4,10,4,11,0
111617,4,2,2,2,4,13,1,8,1,10,1
923481,2,3,1,11,3,6,2,11,2,5,1
802485,4,6,3,5,3,4,3,8,4,7,4
456180,4,2,3,8,1,5,2,8,4,5,2
895160,3,10,2,8,4,8,2,13,1,1,1
450850,1,12,3,2,3,4,4,8,2,9,0
103038,4,9,3,5,3,9,4,10,3,11,1
103974,1,7,2,7,4,8,4,5,4,7,3
86147,1,9,3,13,3,9,4,11,2,1,1
177906,4,12,4,4,2,10,1,1,3,4,1
570959,2,10,4,9,3,10,3,3,1,4,1
147894,3,2,3,7,3,10,4,2,2,13,1
428390,4,9,2,13,3,11,4,4,4,8,0
730505,2,9,1,6,4,7,4,5,1,10,0
470426,2,3,2,5,4,8,3,8,2,13,1
634805,2,7,4,3,3,12,1,9,1,12,1
1016402,1,9,3,6,2,4,3,4,3,1,1
132207,2,9,3,13,2,11,1,7,2,6,0
98168,1,12,1,8,3,6,3,13,4,4,0
661951,2,12,2,9,1,4,4,11,2,3,0
599891,1,3,3,13,1,2,3,1,1,4,0
561757,3,2,1,7,1,5,3,1,2,7,1
391911,4,6,2,8,4,4,2,5,4,13,0
486188,4,13,3,3,1,11,1,13,3,13,3
197845,3,9,1,1,2,7,3,4,1,5,0
899836,4,8,3,11,2,11,2,12,2,10,1
435012,2,1,1,8,1,10,4,9,1,2,0
299134,2,9,4,1,1,5,1,11,2,5,1
165628,2,4,4,1,4,3,4,13,1,12,0
175155,3,5,2,6,3,8,4,5,1,12,1
1012644,3,11,2,7,3,9,2,1,1,13,0
843961,3,1,1,8,1,7,3,2,1,1,1
425759,4,3,4,6,2,12,3,13,2,2,0
60998,3,3,4,7,2,11,4,4,1,8,0
511458,2,2,4,9,1,10,1,7,4,6,0
564366,2,6,4,1,3,7,4,12,4,6,1
153855,3,5,1,7,2,12,4,12,1,9,1
350554,4,8,4,2,3,12,4,12,2,2,2
133948,2,4,4,9,2,12,3,3,1,12,1
575600,3,7,2,6,2,7,3,11,4,13,1
128491,2,11,4,12,4,1,3,12,1,4,1
487234,2,12,2,1,3,10,3,11,2,11,1
498443,4,11,3,2,1,1,1,3,4,12,0
304915,2,5,4,10,2,9,4,11,2,10,1
125573,1,12,3,2,4,3,2,3,1,8,1
169586,3,8,4,5,2,7,4,3,1,9,0
552205,2,3,1,2,1,5,3,8,2,6,0
31907,1,9,1,3,3,4,3,2,3,1,0
27760,1,3,1,5,2,12,2,11,4,11,1
963452,4,13,3,8,1,7,1,3,1,9,0
121464,2,5,3,6,2,3,1,8,3,5,1
1011294,1,4,2,10,4,5,1,6,3,11,0
606809,1,6,4,7,2,13,1,10,4,12,0
757625,2,11,1,7,4,3,3,11,4,5,1
253996,3,5,1,9,4,4,3,4,1,11,1
422819,2,10,1,4,3,9,2,5,4,10,1
297519,1,7,4,9,1,5,4,13,2,2,0
852230,1,12,4,10,4,8,3,13,3,12,1
76379,2,2,2,4,2,9,2,3,3,10,0
931386,3,4,1,4,4,8,2,10,1,10,2
63083,4,10,3,12,1,2,1,3,1,5,0
127224,2,9,1,13,2,11,2,8,3,7,0
91223,4,7,2,3,4,2,2,7,1,7,3
210131,4,13,4,10,2,3,2,11,1,3,1
722718,4,10,2,10,3,10,3,12,1,9,3
453603,3,9,2,9,3,8,2,4,1,10,1
893859,3,12,4,8,1,13,1,2,4,5,0
603048,1,5,2,6,2,2,2,9,4,9,1
787890,2,4,4,6,4,13,3,3,1,2,0
502007,2,1,2,6,3,10,2,3,3,13,0
190588,1,8,4,4,1,12,1,11,4,13,0
621217,2,10,4,11,1,3,3,7,2,9,0
154279,4,11,1,13,4,10,3,5,1,5,1
301842,4,8,2,9,3,10,1,13,1,9,1
974922,1,10,1,4,3,1,3,13,1,7,0
46143,3,4,3,9,3,3,4,9,2,3,2
399397,2,13,2,1,4,9,3,11,4,10,0
194359,2,8,2,11,3,5,3,9,4,11,1
982266,2,1,4,3,3,9,3,2,2,2,1
914525,1,8,4,6,1,11,2,3,4,11,1
406270,2,4,4,13,2,9,3,3,2,2,0
333058,3,4,3,2,2,8,4,7,2,3,0
161099,4,12,1,10,4,11,4,8,3,5,0
101348,4,6,2,4,1,9,4,13,4,9,1
216311,4,9,1,2,1,9,1,7,4,5,1
28386,3,2,3,12,1,3,2,3,2,4,1
579187,3,2,3,4,2,2,3,3,1,11,1
657063,1,12,3,5,4,9,3,2,3,3,0
195465,2,10,1,11,2,5,4,3,4,11,1
29503,1,2,4,8,1,11,1,5,1,4,0
37217,1,6,4,10,4,11,2,13,2,6,1
496895,2,7,3,2,4,12,4,5,1,10,0
688313,3,3,3,6,2,9,3,11,4,6,1
534161,4,5,2,6,3,3,1,7,1,6,1
730621,4,1,1,4,1,1,4,12,1,9,1
1024727,1,3,4,9,4,3,1,6,3,10,1
772341,1,4,4,12,2,10,3,3,2,8,0
676902,2,7,1,9,2,4,4,6,2,8,0
335926,2,1,2,10,1,3,1,6,4,5,0
348124,4,11,3,8,2,1,2,4,4,2,0
76960,1,12,3,4,1,13,2,2,1,5,0
265199,4,1,4,12,3,9,2,1,2,13,1
968241,3,1,1,12,1,8,1,7,4,4,0
952428,4,2,1,2,2,4,3,10,2,12,1
187772,4,2,1,5,4,12,3,12,4,10,1
796357,1,9,4,4,4,7,4,6,4,13,0
496503,1,6,2,5,1,3,2,6,4,13,1
389006,4,3,4,8,4,11,3,7,3,10,0
353629,3,1,2,2,2,5,4,1,2,4,1
20564,4,11,4,3,2,9,4,13,2,6,0
1016342,1,1,4,5,4,8,3,13,4,7,0
342899,1,12,1,5,4,6,1,9,4,9,1
776640,3,2,2,11,3,9,1,9,4,4,1
996628,3,6,4,12,2,2,3,4,4,2,1
335557,3,13,3,7,1,1,2,1,2,12,1
475146,4,11,2,7,3,8,2,12,3,1,0
545066,1,11,1,9,1,1,1,13,1,4,5
916060,1,10,3,8,2,6,2,12,3,2,0
653243,3,7,3,10,3,6,3,3,2,10,1
922527,1,5,3,4,1,1,2,3,1,12,0
70406,2,13,1,4,1,2,3,3,1,6,0
308531,3,9,2,3,2,6,4,8,1,6,1
372446,3,4,3,11,4,5,3,7,2,12,0
56382,3,3,1,12,1,13,1,6,1,4,0
70905,3,5,1,3,1,4,1,6,1,1,0
812274,2,11,1,6,2,7,4,7,1,10,1
323736,4,4,3,3,2,7,4,7,4,11,1
836089,3,1,1,8,3,6,2,12,3,7,0
875517,1,8,4,3,3,3,3,6,4,9,1
100558,3,1,1,8,3,8,4,2,2,12,1
14292,4,2,3,2,2,11,2,4,2,8,1
769541,3,2,2,12,2,5,1,13,1,7,0
677412,4,4,2,11,2,4,1,9,2,5,1
769117,3,5,3,11,2,11,3,13,4,13,2
697690,4,12,3,9,4,10,2,11,4,8,4
742838,3,4,1,8,1,10,2,5,1,3,0
656618,2,11,3,2,2,7,2,1,3,10,0
1010978,4,7,4,9,1,13,2,7,2,13,2
979619,3,12,4,13,3,13,1,3,4,12,2
454865,1,12,4,7,3,7,2,11,2,6,1
754794,1,10,3,4,3,5,2,10,3,1,1
907099,2,5,3,13,3,10,3,3,4,6,0
542467,2,8,4,10,1,2,4,7,3,10,1
805718,4,11,4,3,1,4,4,1,3,1,1
473329,3,8,1,13,2,5,4,5,2,3,1
647334,1,10,3,5,1,4,3,9,1,7,0
311776,3,3,2,6,3,4,1,11,3,13,0
636576,1,1,4,2,2,8,3,6,4,10,0
1004212,1,9,4,4,1,2,4,10,4,13,0
864041,4,5,4,13,3,10,3,8,3,11,0
943104,1,13,1,10,2,4,4,5,2,5,1
654998,3,5,3,11,2,12,3,2,1,11,1
144044,3,6,1,10,2,11,4,5,1,12,0
406985,2,11,4,5,3,10,3,8,4,4,0
565215,1,1,2,2,3,11,1,10,1,11,1
587363,3,9,4,4,4,7,2,9,3,2,1
